시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
정우새어시장,상설장,경상남도 창원시 마산합포구 어시장7길126(동성동),경상남도 창원시 마산합포구 동성동 313,매일,35.204103,128.578735,97,수산물,온누리상품권,,Y,Y,1996,055-245-7054,2020-07-14,5670000,경상남도 창원시
마산어시장,상설장,경상남도 창원시 마산합포구 복요리로7(동성동),경상남도 창원시 마산합포구 동성동 314,매일,35.203758,128.578973,1179,수산물,온누리상품권,,Y,Y,1780,055-224-0009,2020-07-14,5670000,경상남도 창원시
부림시장,상설장,경상남도 창원시 마산합포구 3·15대로 352(부림동),경상남도 창원시 마산합포구 부림동 32-444,매일,35.205765,128.573438,478,"먹거리, 의류, 생필품",온누리상품권,,Y,Y,1981,055-246-3729,2020-07-14,5670000,경상남도 창원시
부림상시장,상설장,경상남도 창원시 마산합포구 3·15대로 349(부림동),경상남도 창원시 마산합포구 부림동 83-244,매일,35.20613101,128.5729106,89,"문구, 땅콩 등",온누리상품권,,Y,Y,1982,055-223-0025,2020-07-14,5670000,경상남도 창원시
부림지하시장,상설장,경상남도 창원시 마산합포구 3·15대로 지하351(부림동),경상남도 창원시 마산합포구 부림동 112,매일,35.20590315,128.572946,143,"의류, 액세사리",온누리상품권,,Y,Y,1980,055-243-6655,2020-07-14,5670000,경상남도 창원시
수남상가,상설장,경상남도 창원시 마산합포구 동서북8길17(수성동),경상남도 창원시 마산합포구 수성동104,매일,35.203921,128.574507,120,"의류, 생필품",,,N,N,2008,,2020-07-14,5670000,경상남도 창원시
창동통합상가,상설장,경상남도 창원시 마산합포구 창동거리길32(창동),경상남도 창원시 마산합포구 창동120-2,매일,35.206101,128.574664,350,"의류, 생필품",온누리상품권,,Y,Y,2006,055-222-3007,2020-07-14,5670000,경상남도 창원시
주안역지하도상가,상설장,인천광역시 미추홀구 주안로 지하 86,인천광역시 미추홀구 주안동 235,매일,37.4644085,126.6801629,497,,온누리상품권,,Y,Y,1989,032-874-2580,2020-12-07,3510500,인천광역시 미추홀구
주안시민지하상가,상설장,인천광역시 미추홀구 경인로 지하 343,인천광역시 미추홀구 주안동 188,매일,37.45875041,126.6775285,483,,온누리상품권,,Y,Y,1994,032-872-7111,2020-12-07,3510500,인천광역시 미추홀구
제물포지하상가,상설장,인천광역시 미추홀구 경인로 지하 125,인천광역시 미추홀구 숭의동 59-17,매일,37.46693329,126.6564003,264,,,,Y,Y,1978,,2020-12-07,3510500,인천광역시 미추홀구
석바위지하상가,상설장,인천광역시 미추홀구 경원대로 지하 848,인천광역시 미추홀구 주안동 245,매일,37.45788349,126.6902725,312,,온누리상품권,,Y,Y,2004,032-422-4976,2020-12-07,3510500,인천광역시 미추홀구
성주시장,상설장,경상북도 성주군 성주읍 시장길 43-1,"경상북도 성주군 성주읍 경산리 718, 718-357, 718-358",매일,35.91502532,128.285479,45,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1887,054-930-2180,2020-07-16,5210000,경상북도 성주군
벽진시장,5일장,경상북도 성주군 벽진면 수촌1길 8,경상북도 성주군 벽진면 수촌리 810-1,"3일,+8일",35.94876617,128.216546,4,"농산물, 생필품, 수산물, 잡화 등",,,Y,N,1957,,2020-07-16,5210000,경상북도 성주군
경안시장,상설장+5일장,경기도 광주시 경안로25번길14,경기도 광주시 경안동33-16,매일+3일+8일,37.408772,127.2571651,80,"농수축산물, 생필품 등",온누리상품권+지역화폐,,Y,Y,2005,031-761-2800,2020-06-30,5540000,경기도 광주시
신촌시장,5일장,경상남도 창원시 의창구 북면 천주로 1144-8,경상남도 창원시 의창구 북면 신촌리 593,매일,35.351674,128.6087945,36,"농산물, 생필품",,,Y,Y,1920,055-212-4413,2020-07-14,5670000,경상남도 창원시
가술시장,5일장,경상남도 창원시 의창구 대산면 가술길1번길 6-1,경상남도 창원시 의창구 대산면 가술리 385-1,1일+6일,35.334428,128.707212,,농산물,,,Y,Y,1929,055-212-4413,2020-07-14,5670000,경상남도 창원시
소계시장,상설장,경상남도 창원시 의창구 소계로 83-6(소계동),경상남도 창원시 의창구 소계동 724-4,매일,35.256755,128.598981,62,생필품,온누리상품권,,Y,N,1984,055-256-0285,2020-07-14,5670000,경상남도 창원시
소계옛길시장,상설장,경상남도 창원시 의창구 소계로 93-5(소계동),경상남도 창원시 의창구 소계동 724-21,매일,35.2572631,128.598512,53,"즉석식품, 농산물, 생필품",온누리상품권,,N,N,2015,055-252-1020,2020-07-14,5670000,경상남도 창원시
북동공설시장,상설장,경상남도 창원시 의창구 의안로 49번길 30(북동),경상남도 창원시 의창구 북동 249-1,매일,35.266176,128.6206974,30,"약초, 중탕, 떡등",,,Y,Y,2001,055-299-3108,2020-07-14,5670000,경상남도 창원시
소답시장,상설장,경상남도 창원시 의창구 읍성로 33번길 8(북동),경상남도 창원시 의창구 북동 235-1,매일+2일+7일,35.26564079,128.621258,68,"농산물, 생필품",온누리상품권,,Y,Y,2012,055-253-3384,2020-07-14,5670000,경상남도 창원시
대동중앙상가,상설장,경상남도 창원시 의창구 반계로 105(팔용동),경상남도 창원시 의창구 팔용동 124-2,매일,35.25456071,128.6165942,49,생필품,온누리상품권,,Y,N,1993,055-298-9070,2020-07-14,5670000,경상남도 창원시
창원기계공구상가,상설장,경상남도 창원시 의창구 창원대로 400(팔용동),경상남도 창원시 의창구 팔용동 16-1,매일,35.233768,128.641091,215,"기계, 공구",온누리상품권,,Y,Y,1993,055-238-0598,2020-07-14,5670000,경상남도 창원시
명곡종합상가,상설장,경상남도 창원시 의창구 명서로 116번길 20(명서동),경상남도 창원시 의창구 명서동 75-16,매일,35.248475,128.646216,129,생필품,온누리상품권,,Y,Y,1995,055-273-7234,2020-07-14,5670000,경상남도 창원시
명서시장,상설장,경상남도 창원시 의창구 원이대로 189번길 37-3(명서동),경상남도 창원시 의창구 명서동 48-10,매일,35.249441,128.6459754,185,"먹거리, 떡, 생필품",온누리상품권,,Y,Y,2005,055-265-3536,2020-07-14,5670000,경상남도 창원시
창원도계부부시장,상설장,경상남도 창원시 의창구 원이대로 69번길 20(도계동),경상남도 창원시 의창구 도계동 400-1,매일,35.257211,128.637155,107,"먹거리, 떡, 생필품",온누리상품권,,Y,N,2007,070-4113-8921,2020-07-14,5670000,경상남도 창원시
봉곡프라자상가,상설장,경상남도 창원시 의창구 창이대로 205번길 5(봉곡동),경상남도 창원시 의창구 봉곡동 61-10,매일,35.2454396,128.6595167,82,생필품,온누리상품권,,Y,Y,1994,055-265-1237,2020-07-14,5670000,경상남도 창원시
봉곡시장,상설장,경상남도 창원시 의창구 봉곡로 111번길 12(봉곡동),경상남도 창원시 의창구 봉곡동 145-1,매일,35.2470525,128.6717131,151,"생필품, 과일, 생선",온누리상품권,,Y,N,1994,055-267-1500,2020-07-14,5670000,경상남도 창원시
지귀상가,상설장,경상남도 창원시 의창구 창이대로 197번길 10-6(봉곡동),경상남도 창원시 의창구 봉곡동 61-9,매일,35.245337,128.659117,56,생필품,,,Y,N,2014,055-288-0865,2020-07-14,5670000,경상남도 창원시
지귀시장,상설장,경상남도 창원시 의창구 지귀로 119번길 6(봉곡동),경상남도 창원시 의창구 봉곡동 61-4,매일+1일+6일,35.245681,128.658853,67,"생필품, 과일, 생선",온누리상품권,,Y,N,2014,055-237-6400,2020-07-14,5670000,경상남도 창원시
롯데종합상가,상설장,경상남도 창원시 의창구 용지로 225(용호동),경상남도 창원시 의창구 용호동 63,매일,35.23403608,128.685432,66,생필품,,,Y,Y,1985,055-281-3705,2020-07-14,5670000,경상남도 창원시
토월복합상가시장,상설장,경상남도 창원시 의창구 신월로 42(신월동),경상남도 창원시 의창구 신월동 68-1,매일,35.22803686,128.691934,180,생필품,온누리상품권,,Y,Y,1992,055-284-5079,2020-07-14,5670000,경상남도 창원시
정우상가,상설장,경상남도 창원시 의창구 원이대로 587(용호동),경상남도 창원시 의창구 용호동 73-62,매일,35.2284123,128.679498,51,생필품,,,Y,N,2014,055-287-6101,2020-07-14,5670000,경상남도 창원시
대동그린코아상가,상설장,경상남도 창원시 성산구 창원천로 288(반지동),경상남도 창원시 성산구 반지동 23,매일,35.24527709,128.6697564,68,생필품,온누리상품권,,Y,Y,1991,055-277-0999,2020-07-14,5670000,경상남도 창원시
반송시장,상설장,경상남도 창원시 성산구 원이대로473번길20-11(반림동),경상남도 창원시 성산구 반림동 17-13,매일,35.23513312,128.6710511,205,"생필품, 과일, 생선 등",온누리상품권,,Y,Y,2005,055-275-0449,2020-07-14,5670000,경상남도 창원시
중앙시장,상설장,경상남도 창원시 성산구 외동반림로126번길 50(중앙동),경상남도 창원시 성산구 중앙동 69-1,매일,35.227202,128.676097,35,먹거리,온누리상품권,,Y,Y,1980,055-282-7009,2020-07-14,5670000,경상남도 창원시
동성올림픽타운,상설장,경상남도 창원시 성산구 중앙대로 77(중앙동),경상남도 창원시 성산구 중앙동 97-2,매일,35.222244,128.677731,87,먹거리,온누리상품권,,Y,Y,1993,055-268-5605,2020-07-14,5670000,경상남도 창원시
주례럭키종합상가,상설장,부산광역시 사상구 가야대로 284번길2(주례3동),부산광역시 사상구 주례동 595,매일,35.1498004720,129.0035948916,67,잡화,,,Y,Y,1989,051-311-3650,2020-03-20,3390000,부산광역시 사상구
모라전통시장,상설장,부산광역시 사상구 모라로46번길46(모라동),부산광역시 사상구 모라동 658-11,매일,35.1884129521,128.9857100014,71,"농축수산,잡화",온누리상품권,,N,N,1963,051-305-7919,2020-03-20,3390000,부산광역시 사상구
사상시장,상설장,부산광역시 사상구 사상로250번길58(괘법동),부산광역시 사상구 괘법동379-1,매일,35.1666582966,128.9855100577,206,잡화,,,N,N,1941,,2020-03-20,3390000,부산광역시 사상구
감전제일상가,상설장,부산광역시 사상구 새벽로168번길 21(감전동),부산광역시 사상구 감전동 121-12,매일,35.1559634890,128.9846092549,18,생선및잡화,,,Y,N,1977,051-328-3917,2020-03-20,3390000,부산광역시 사상구
마천시장,상설장,서울특별시 송파구 마천로45길 23,서울특별시 송파구 마천동 140-2,매일,37.49807914,127.1506948,64,"농수산물, 기타소매",온누리상품권,,Y,N,1973,02-409-6500,2020-02-19,3230000,서울특별시 송파구
마천중앙시장,상설장,서울특별시 송파구 마천로51가길 23,서울특별시 송파구 마천동 146-7,매일,37.4984134882,127.1513213,135,"농수산물, 기타소매",온누리상품권,http://cafe.daum.net/majungsi,Y,Y,1968,02-448-2808,2020-02-19,3230000,서울특별시 송파구
방이시장,상설장,서울특별시 송파구 백제고분로48길 41,서울특별시 송파구 방이동 137-8,매일,37.5103117,127.1175355,132,"농수산물, 기타소매",온누리상품권,http://bangimarket.allofthat.kr/,Y,N,1986,02-413-2100,2020-02-19,3230000,서울특별시 송파구
새마을시장,상설장,서울특별시 송파구 석촌호수로12길 14,서울특별시 송파구 잠실동 207-5,매일,37.5091351,127.0850130796,116,"농수산물, 기타소매",온누리상품권,http://saemaulmarket.kr,N,N,1976,02-413-5757,2020-02-19,3230000,서울특별시 송파구
석촌시장,상설장,서울특별시 송파구 송파대로37길 40,서울특별시 송파구 석촌동 275-5,매일,37.5005161,127.1078068610,60,"농수산물, 기타소매",온누리상품권,,N,Y,1980,02-414-8784,2020-02-19,3230000,서울특별시 송파구
풍납시장,상설장,서울특별시 송파구 바람드리길 50,서울특별시 송파구 풍납동 152-81,매일,37.5372599755,127.1210796313,160,"농수산물, 기타소매",온누리상품권,,N,Y,1970,02-472-2050,2020-02-19,3230000,서울특별시 송파구
자유도매시장,상설장,대전광역시 동구 중앙로 200번길 40(원동),대전광역시 동구 원동 64-1,매일,36.32923611,127.4320058,59,"그릇,이불,의류",온누리상품권,,Y,N,1981,042-221-0711,2020-03-20,3640000,대전광역시 동구
대전도매시장,상설장,대전광역시 동구 대전로 791번길 3(중동),대전광역시 동구 중동 76-1,매일,36.3302024726,127.4329199564,140,"의류,잡화,가정용품",온누리상품권,,Y,N,1962,042-257-2410,2020-03-20,3640000,대전광역시 동구
중앙종합시장,상설장,대전광역시 동구 중교로 119(원동),대전광역시 동구 원동 65-1,매일,36.3285648,127.4322052,120,"의류,신발,커튼",온누리상품권,,Y,N,1985,042-257-3713,2020-03-20,3640000,대전광역시 동구
중앙상가시장,상설장,대전광역시 동구 대전로 797번길 51(중동),대전광역시 동구 중동 28-1,매일,36.3296381,127.4302806,443,"식당,의류,잡화",온누리상품권,,Y,N,1962,042-257-3752,2020-03-20,3640000,대전광역시 동구
전통중앙도매시장,상설장,대전광역시 동구 대전로 791번길 3(중동),대전광역시 동구 중동 76-1,매일,36.3302024726,127.4329253,84,"의류,침구,한복",온누리상품권,,Y,N,1973,042-222-2989,2020-03-20,3640000,대전광역시 동구
용운시장,상설장,대전광역시 동구 용운로164번길 5 (용운동),대전광역시 동구 용운동 305-1,매일,36.3276291,127.4605683,80,"식당,채소,잡화",온누리상품권,,Y,Y,1989,042-282-8374,2020-03-20,3640000,대전광역시 동구
신도시장,상설장,대전광역시 동구 흥룡로37번길 12 (가양동),대전광역시 동구 가양동 38-5,매일,36.3495218651,127.4471125672,72,"채소,생선,건어물,의류",온누리상품권,,Y,Y,1982,042-624-0997,2020-03-20,3640000,대전광역시 동구
인동시장,상설장,대전광역시 동구 대전천동로 450 (인동),대전광역시 동구 인동 53-1,매일,36.3222377,127.4363162,61,"쌀,곡류,생필품",온누리상품권,,Y,N,2011,042-282-1010,2020-03-20,3640000,대전광역시 동구
대전상가시장,상설장,대전광역시 동구 충무로 185 (인동),대전광역시 동구 인동 52-1,매일,36.3217535,127.4366572,93,"쌀,식당,잡화",온누리상품권,,Y,N,1973,042-284-6562,2020-03-20,3640000,대전광역시 동구
역전지하상가시장,상설장,대전광역시 동구 중앙로 지하218 (중동),대전광역시 동구 중동 317,매일,36.3313340366,127.4330064077,213,"의류,휴대폰,귀금속,신발",온누리상품권,,Y,N,2001,042-221-3628,2020-03-20,3640000,대전광역시 동구
평화시장,상설장,대전광역시 동구 동서대로1572번길 173(성남동),대전광역시 동구 성남동 157-6,매일,36.3411093,127.4344915,50,"식품,식당",온누리상품권,,Y,N,1979,042-251-4615,2020-03-20,3640000,대전광역시 동구
구가양시장,상설장,대전광역시 동구 매봉로 18 (가양동),대전광역시 동구 가양동 434,매일,36.3462521,127.4431963,49,"식품,잡화,의류등",온누리상품권,,Y,N,1979,042-672-3783,2020-03-20,3640000,대전광역시 동구
신가양종합시장,상설장,대전광역시 동구 가양로80번길 23 (가양동),대전광역시 동구 가양동 295-8,매일,36.3425171,127.4430892929,43,"의류,식당,생필품",온누리상품권,,Y,N,1973,042-251-4615,2020-03-20,3640000,대전광역시 동구
아리랑프라자,상설장,대전광역시 동구 홍도로 35 (홍도동),대전광역시 동구 홍도동 12,매일,36.3493083692,127.4286513,1,생필품,온누리상품권,,Y,Y,1998,042-251-4615,2020-03-20,3640000,대전광역시 동구
북부산시장,상설장,부산광역시 사상구 사상로285번길 8-3(덕포동),부산광역시 사상구 덕포동422-16,매일,35.1706422061,128.9819457027,139,잡화,,,Y,N,1978,051-301-7552,2020-03-20,3390000,부산광역시 사상구
경동인츠빌,상설장,부산광역시 사상구 냉정로120(주례동),부산광역시 사상구 주례동55-139,매일,35.1494073454,129.0133898443,23,잡화,,,Y,Y,2005,051-893-9171,2020-03-20,3390000,부산광역시 사상구
고려쇼핑센터,상설장,부산광역시 사상구 사상로201(괘법동),부산광역시 사상구 괘법동 533-1,매일,35.1631456957,128.9809868006,260,"의류,잡화",,,Y,Y,1985,051-313-3915,2020-03-20,3390000,부산광역시 사상구
우신종합상가,상설장,부산광역시 사상구 백양대로884(모라1동),부산광역시 사상구 모라동 1362,매일,35.1850924521,128.9914513223,152,잡화,,,Y,Y,1992,051-312-7400,2020-03-20,3390000,부산광역시 사상구
구덕대림상가,상설장,부산광역시 사상구 학감대로49번길 56(학장동),부산광역시 사상구 학장동 167-3,매일,35.1356335669,128.9926942925,38,잡화,,,Y,N,1992,051-311-9209,2020-03-20,3390000,부산광역시 사상구
학장반도보라상가,상설장,부산광역시 사상구 대동로94(학장동),부산광역시 사상구 학장동 573-1,매일,35.1379347768,128.9783131777,138,잡화,온누리상품권,,Y,Y,1994,051-323-6453,2020-03-20,3390000,부산광역시 사상구
영해종합시장,상설장,부산광역시 사상구 학감대로111(학장동),부산광역시 사상구 학장동 570-2,매일,35.1408963589,128.9876530987,74,축산물,,,Y,Y,1995,051-327-1151,2020-03-20,3390000,부산광역시 사상구
부산산업용재유통상가,상설장,"부산광역시 사상구 새벽로131,133(감전동)",부산광역시 사상구 감전동 152-2,매일,35.1532780686,128.9810810664,851,산업용품,,,Y,Y,1995,051-324-3913,2020-03-20,3390000,부산광역시 사상구
주례현대무지개상가,상설장,부산광역시 사상구 주례로93(주례3동),부산광역시 사상구 주례동 530-5,매일,35.1449651833,129.0049860036,89,잡화,온누리상품권,,Y,Y,1996,051-324-6551,2020-03-20,3390000,부산광역시 사상구
부산광역시철강판매협동조합,상설장,부산광역시 사상구 강변대로532번길17-49(엄궁동),부산광역시 사상구 엄궁동 642-3,매일,35.1344610408,128.9665042848,52,철강,,,Y,Y,1996,051-323-4670,2020-03-20,3390000,부산광역시 사상구
부산산업용품상협동조합,상설장,부산광역시 사상구 괘감로37(괘법동),부산광역시 사상구 괘법동 578,매일,35.1597554841,128.9804349064,1216,산업용품,온누리상품권,,Y,Y,1998,051-319-0900,2020-03-20,3390000,부산광역시 사상구
㈜르네시떼,상설장,부산광역시 사상구 광장로7(괘법동),부산광역시 사상구 괘법동 529-1,매일,35.1643346607,128.9777146363,2620,의류,온누리상품권,,Y,Y,1999,051-319-5000,2020-03-20,3390000,부산광역시 사상구
부산광역시건축자재판매협동조합,상설장,부산광역시 사상구 강변대로570 (엄궁동),부산광역시 사상구 엄궁동 642,매일,35.1328715390,128.9653822275,70,건축자재,,,Y,Y,1997,051-315-7400,2020-03-20,3390000,부산광역시 사상구
부산새벽시장,상설장,부산광역시 사상구 새벽로141(감전동),부산광역시 사상구 감전동 143-12,매일,35.1541427236,128.9824319269,320,농축수산물,온누리상품권,,Y,Y,1982,051-323-9002,2020-03-20,3390000,부산광역시 사상구
복이 있는 덕포시장,상설장,부산광역시 사상구 사상로293번길 12(덕포1동),부산광역시 사상구 덕포동 421-13,매일,35.1712823785,128.9822553740,190,잡화,온누리상품권,,N,N,1981,051-303-8393,2020-03-20,3390000,부산광역시 사상구
강남시장,상설장,서울특별시 강남구 압구정로2길 46,서울특별시 강남구 신사동 511-11,매일,37.5187668046,127.0206915330,88,"식품,공산품 등",온누리상품권,,Y,Y,1974,02-542-1754,2020-04-02,3220000,서울특별시 강남구
영동전통시장,상설장,서울특별시 강남구 강남대로 128길 20,서울특별시 강남구 논현동 140외 44필지,매일,37.5099940402,127.0238243733,109,"식품,공산품 등",온누리상품권,,Y,Y,2011,02-512-9111,2020-04-02,3220000,서울특별시 강남구
논현종합시장,상설장,서울특별시 강남구 봉은사로33길 33,서울특별시 강남구 논현동 227-4,매일,37.5100165567,127.0347593455,80,"식품,공산품 등",,,N,Y,1979,02-549-1940,2020-04-02,3220000,서울특별시 강남구
신사상가,상설장,서울특별시 강남구 압구정로29길 72-1,서울특별시 강남구 압구정동 454,매일,37.5322874431,127.0284022521,80,"식품,공산품 등",,,Y,N,1976,02-542-5844,2020-04-02,3220000,서울특별시 강남구
청담삼익시장,상설장,서울특별시 강남구 학동로 101길 26,서울특별시 강남구 청담동 134-20,매일,37.5224450698,127.0576205786,175,"식품,공산품 등",,,Y,Y,1980,02-547-0225,2020-04-02,3220000,서울특별시 강남구
중앙메가프라자,상설장,대전광역시 동구 중앙로 200번길 99(원동),대전광역시 동구 원동 42-1,매일,36.3267058,127.4339741,195,"한복,의류,침구",온누리상품권,,Y,N,1973,042-253-1550,2020-03-20,3640000,대전광역시 동구
신중앙시장,상설장,대전광역시 동구 중앙로 200번길85(원동),대전광역시 동구 원동 40-1,매일,36.3272729,127.4336425,82,"옷감,의류",온누리상품권,,Y,N,1975,042-256-2157,2020-03-20,3640000,대전광역시 동구
중앙도매시장,상설장,대전광역시 동구 중앙로 200번길 73(원동),대전광역시 동구 원동 38-1,매일,36.3277574,127.4333683,84,"침구,의류,한복",온누리상품권,,Y,N,1973,042-257-7093,2020-03-20,3640000,대전광역시 동구
두꺼비시장,상설장,충청북도 청주시 서원구 수곡로68번길 8-8(수곡동),,매일,36.6175702573,127.4726582036,59,"농축수산물, 잡화",온누리상품권,,Y, ,1997,,2020-07-17,5710000,충청북도 청주시
육거리종합시장,상설장,충청북도 청주시 상당구 청남로2197번길 42(석교동),,매일,36.6279391358,127.4881858681,1202,"농축수산물, 잡화",온누리상품권,,Y,Y,1970,043-222-6696,2020-07-17,5710000,충청북도 청주시
원마루시장,상설장,충청북도 청주시 서원구 원마루로8번길 21(분평동),,매일,36.6090318794,127.4964094813,103,"농축수산물, 잡화",온누리상품권,,Y, ,1998,043-288-7372,2020-07-17,5710000,충청북도 청주시
가경터미널시장,상설장,충청북도 청주시 흥덕구 풍산로47번길 10(가경동),,매일,36.6277182101,127.4354501496,85,"농축수산물, 잡화",온누리상품권,,Y,Y,1994,043-232-1117,2020-07-17,5710000,충청북도 청주시
복대가경시장,상설장,충청북도 청주시 흥덕구 신율로139번길 59-1(복대동),,매일,36.6298504213,127.4437177707,77,"농축수산물, 잡화",온누리상품권,,Y,Y,1990,070-4319-5997,2020-07-17,5710000,충청북도 청주시
직지시장,상설장,충청북도 청주시 흥덕구 직지대로639번길 88(봉명동),,매일,36.6465791353,127.4663269988,60,"농축수산물, 잡화",온누리상품권,,Y,Y,1978,043-263-9289,2020-07-17,5710000,충청북도 청주시
복대시장,상설장,충청북도 청주시 흥덕구 사직대로11번길 8(복대동),,매일,36.6346798729,127.4486919881,55,"농축수산물, 잡화",온누리상품권,, , ,1983,043-273-6092,2020-07-17,5710000,충청북도 청주시
북부시장,상설장,충청북도 청주시 청원구 향군로31번길 19(우암동),,매일,36.6479738471,127.4862188295,133,"농축수산물, 잡화",온누리상품권,,Y,Y,1970,043-224-8085,2020-07-17,5710000,충청북도 청주시
내덕자연시장,상설장,충청북도 청주시 청원구 공항로58번길 14(내덕동),,매일,36.6624143640,127.4886450898,52,"농축수산물, 잡화",온누리상품권,,Y,Y,1985,043-214-4970,2020-07-17,5710000,충청북도 청주시
내수시장,상설장+5일장,충청북도 청주시 청원구 내수읍 내수로 726,,"매일+오일장(5일, 10일)",36.7262656666,127.5360073970,76,"농축수산물, 잡화",온누리상품권,, ,Y,1964,043-214-1999,2020-07-17,5710000,충청북도 청주시
오창시장,상설장+5일장,충청북도 청주시 청원구 오창읍 오창시내5길 1,,"매일+오일장(3일, 8일)",36.7419622313,127.4557515312,71,"농축수산물, 잡화",온누리상품권,, ,Y,1964,043-216-2116,2020-07-17,5710000,충청북도 청주시
제일시장,5일장,경기도 여주시 여흥로 57번길 20,경기도 여주시 하동 180-1,5일+10일,37.298948,127.631601,194,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1983,031-885-2562,2020-07-16,5700000,경기도 여주시
가남시장,5일장,,경기도 여주시 가남읍 태평리 141-21,1일+6일,37.202545,127.545958,55,"농산물, 생필품, 수산물, 잡화 등",,,N,N,,,2020-07-16,5700000,경기도 여주시
율촌시장,5일장,경기도 여주시 대신면 여양로 1456-3,경기도 여주시 대신면 율촌리 380-4,4일+9일,37.3746185258,127.5858592364,7,"농산물, 생필품, 수산물, 잡화 등",,,N,N,,,2020-07-16,5700000,경기도 여주시
한글시장,상설장,경기도 여주시 세종로 14번길 20-1,경기도 여주시 창동 72-2,매일,37.2973838001,127.6346725391,170,"의류, 신발, 음식점 등",온누리상품권,,Y,Y,2007,031-885-7121,2020-07-16,5700000,경기도 여주시
제일시장,5일장,경기도 여주시 여흥로 57번길 20,경기도 여주시 하동 180-1,5일+10일,37.298948,127.631601,194,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1983,031-885-2562,2020-07-16,5700000,경기도 여주시
가남시장,5일장,,경기도 여주시 가남읍 태평리 141-21,1일+6일,37.202545,127.545958,55,"농산물, 생필품, 수산물, 잡화 등",,,N,N,,,2020-07-16,5700000,경기도 여주시
율촌시장,5일장,경기도 여주시 대신면 여양로 1456-3,경기도 여주시 대신면 율촌리 380-4,4일+9일,37.3746185258,127.5858592364,7,"농산물, 생필품, 수산물, 잡화 등",,,N,N,,,2020-07-16,5700000,경기도 여주시
한글시장,상설장,경기도 여주시 세종로 14번길 20-1,경기도 여주시 창동 72-2,매일,37.2973838001,127.6346725391,170,"의류, 신발, 음식점 등",온누리상품권,,Y,Y,2007,031-885-7121,2020-07-16,5700000,경기도 여주시
후포 공설시장,5일장,경상북도 울진군 후포면 삼율리126,경상북도 울진군 후포면 울진대게로21,3일+8일,36.678027,129.443813,89,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1965,054-788-2481,2020-07-13,5250000,경상북도 울진군
평해 공설시장,5일장,경상북도 울진군 평해읍 평해리871-1,경상북도 울진군 평해읍 평해6길24-5,2일+7일,36.726276,129.442012,23,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1965,054-787-5010,2020-07-13,5250000,경상북도 울진군
죽변 공설시장,5일장,경상북도 울진군 죽변면 죽변리36-8,경상북도 울진군 죽변면 죽변중앙로168-14,3일+8일,37.059036,129.4222652487,52,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,,Y,Y,1965,,2020-07-13,5250000,경상북도 울진군
하단5일상설시장,상설장,부산광역시 사하구 낙동대로451번길 26(하단동) 외,부산광역시 사하구 하단동 143-3,매일,35.10392222,128.9698014,98,"신발, 횟집, 건강원, 문구, 식육점, 반찬, 의류, 농산, 방앗간, 농약, 건어물, 수산 등",온누리상품권,,N,N,1950,051-900-0821,2020-03-23,3340000,부산광역시 사하구
가락타운상가시장,상설장,부산광역시 사하구 하신중앙로 265(하단동),부산광역시 사하구 하단동 1176,매일,35.09992771,128.9584854,115,"옷수선, 야채, 반찬, 축산, 식당, 방앗간, 세탁소, 마트, 구두수선, 숙녀복 등",온누리상품권,,Y,Y,1992,051-205-9867,2020-03-23,3340000,부산광역시 사하구
에덴시장,상설장,부산광역시 사하구 낙동대로535번길 28(하단동),부산광역시 사하구 하단동 487-6,매일,35.11148402,128.9629733,21,"옷수선, 금은방, 참기름, 옷수선, 얼음, 장식, 제사음식, 두부 등",온누리상품권,,Y,N,1980,051-293-3978,2020-03-23,3340000,부산광역시 사하구
에덴골목시장,상설장,부산광역시 사하구 낙동대로535번길 33(하단동) 외,부산광역시 사하구 하단동 500-29,매일,35.11114928,128.9627196,40,"건강원, 침구, 수산, 미용실, 식육점, 철물, 수산, 반찬, 농산, 떡집 등",온누리상품권,,N,N,1988,051-000-0000,2020-03-23,3340000,부산광역시 사하구
신평골목시장,상설장,부산광역시 사하구 다대로134번길 83(신평동) 외,부산광역시 사하구 신평동 111-306,매일,35.09203862,128.9761467,97,"반찬, 건어물, 옷수선, 야채, 생선, 분식, 이불집, 숙녀복, 과일, 떡집, 신발, 식육점 등",온누리상품권,,N,Y,1975,051-208-3848,2020-03-23,3340000,부산광역시 사하구
신평종합시장,상설장,부산광역시 사하구 다대로134번길 44(신평동),부산광역시 사하구 신평동 111-213,매일,35.09162208,128.9767112,20,"방앗간, 슈퍼, 한복, 옷수선, 열쇠, 튀김, 죽집, 채소, 과일 등",온누리상품권,,Y,N,1981,051-293-2885,2020-03-23,3340000,부산광역시 사하구
